日期,预测价格,预测低点,置信度,使用阈值,实际低点,趋势状态,未来最大涨幅,达标用时(天),预测正确,策略原因,策略指标
2025-05-06,5740.334,True,0.47964398311793105,0.12,False,bull,0.010240693311573831,0.0,False,MACD负值(-42.3992) | 弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.65 ≥ 0.10),"{""ma5"": 5640.508, ""ma10"": 5627.0678, ""ma20"": 5581.94145, ""rsi"": 67.5974290419108, ""macd"": -42.39917172355945, ""bb_lower"": 5336.335729158546, ""trend_regime"": ""bull""}"
2025-05-07,5750.291,True,0.4063897081155968,0.12,False,bull,0.008491396348462977,0.0,False,MACD负值(-30.1964) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.45 ≥ 0.10),"{""ma5"": 5665.1302, ""ma10"": 5646.0248, ""ma20"": 5577.1808, ""rsi"": 64.80371580442981, ""macd"": -30.196354901521772, ""bb_lower"": 5350.0924167994835, ""trend_regime"": ""bull""}"
2025-05-08,5773.806,True,0.5419902572924339,0.12,False,bull,0.0043841098921578074,0.0,False,MACD负值(-18.4158) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.91) | 置信度达阈值(0.65 ≥ 0.10),"{""ma5"": 5700.2324, ""ma10"": 5659.1674, ""ma20"": 5601.51945, ""rsi"": 70.64194531219866, ""macd"": -18.4157849708472, ""bb_lower"": 5402.796309488151, ""trend_regime"": ""bull""}"
2025-05-09,5721.723,True,0.7418490633382379,0.12,False,bull,0.013526694668721246,0.0,False,MACD负值(-13.1309) | 单日微跌(-0.90%) | 弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.86) | 置信度达阈值(0.95 ≥ 0.10),"{""ma5"": 5723.5958, ""ma10"": 5668.9187999999995, ""ma20"": 5621.2599, ""rsi"": 69.5665797088377, ""macd"": -13.130896449996726, ""bb_lower"": 5463.093602325941, ""trend_regime"": ""bull""}"
2025-05-12,5793.674,True,0.651967372125689,0.12,False,bull,0.0020677725394974713,0.0,False,MACD负值(-3.1010) | 弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.98) | 置信度达阈值(0.85 ≥ 0.10),"{""ma5"": 5755.9656, ""ma10"": 5684.7913, ""ma20"": 5638.95505, ""rsi"": 73.9983897169025, ""macd"": -3.100993518276482, ""bb_lower"": 5487.224833355092, ""trend_regime"": ""bull""}"
2025-05-13,5781.668,True,0.8077976037368774,0.12,False,bull,0.004148629772584795,0.0,False,单日微跌(-0.21%) | 弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.60 ≥ 0.10),"{""ma5"": 5764.2324, ""ma10"": 5702.3702, ""ma20"": 5650.83525, ""rsi"": 72.03401831356443, ""macd"": 3.8347879070688577, ""bb_lower"": 5493.291825582553, ""trend_regime"": ""bull""}"
2025-05-14,5799.119,True,0.8145832789712295,0.12,False,bull,0.0011268953094428248,0.0,False,"多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(72.0→67.9, -4.1) | 置信度达阈值(0.60 ≥ 0.10)","{""ma5"": 5773.998, ""ma10"": 5719.5641, ""ma20"": 5661.7253, ""rsi"": 67.92659131823157, ""macd"": 10.617205970720534, ""bb_lower"": 5494.595833053896, ""trend_regime"": ""bull""}"
2025-05-15,5715.296,True,0.8803515635966476,0.12,False,bull,0.015809854817668265,0.0,False,"单日下跌(-1.45%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(67.9→59.1, -8.9) | 置信度达阈值(0.80 ≥ 0.10)","{""ma5"": 5762.296, ""ma10"": 5731.2642, ""ma20"": 5666.1332, ""rsi"": 59.05759703751441, ""macd"": 9.123337434028144, ""bb_lower"": 5498.196384903844, ""trend_regime"": ""bull""}"
2025-05-16,5715.849,True,0.8829705593768813,0.12,False,bull,0.01571157670540287,0.0,False,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.87) | 置信度达阈值(0.50 ≥ 0.10),"{""ma5"": 5761.1212, ""ma10"": 5742.3585, ""ma20"": 5671.79895, ""rsi"": 58.21096392047652, ""macd"": 7.893071914580105, ""bb_lower"": 5505.256422524726, ""trend_regime"": ""bull""}"
2025-05-19,5720.795,True,0.8736358264131541,0.12,False,bull,0.014833427871475971,0.0,False,弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.87) | 置信度达阈值(0.70 ≥ 0.10),"{""ma5"": 5746.5454, ""ma10"": 5751.2555, ""ma20"": 5679.995499999999, ""rsi"": 62.26398582741033, ""macd"": 7.233791841912534, ""bb_lower"": 5521.320150890828, ""trend_regime"": ""bull""}"
2025-05-20,5747.367,True,0.8797684626837282,0.12,False,bull,0.010141513496528108,0.0,False,弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.88) | 置信度达阈值(0.70 ≥ 0.10),"{""ma5"": 5739.6852, ""ma10"": 5751.958799999999, ""ma20"": 5689.5133000000005, ""rsi"": 62.68381382959639, ""macd"": 8.754529199885837, ""bb_lower"": 5539.287626319181, ""trend_regime"": ""bull""}"
2025-05-21,5757.922,True,0.874128057841141,0.12,False,bull,0.008289796214676211,0.0,False,弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.87) | 置信度达阈值(0.70 ≥ 0.10),"{""ma5"": 5731.4458, ""ma10"": 5752.7219, ""ma20"": 5699.37335, ""rsi"": 67.52405857051583, ""macd"": 10.688217680350135, ""bb_lower"": 5559.1894791037475, ""trend_regime"": ""bull""}"
2025-05-22,5703.28,True,0.8757381380116409,0.12,False,bull,0.017950021741874975,0.0,False,"单日微跌(-0.95%) | 弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(67.5→59.8, -7.8) | 多头趋势: 回撤缩量(量比0.82) | 置信度达阈值(1.10 ≥ 0.10)","{""ma5"": 5729.0426, ""ma10"": 5745.6693, ""ma20"": 5702.41835, ""rsi"": 59.76936613424115, ""macd"": 7.722506744185921, ""bb_lower"": 5564.825289929888, ""trend_regime"": ""bull""}"
2025-05-23,5653.043,True,0.8715407079320735,0.12,False,sideways,0.026996256706343962,0.0,False,价格低于MA5/MA10/MA20 | 价格接近布林带下轨 | 单日微跌(-0.88%) | 弱趋势调整(+0.200) | 最低信号确认(+0.075) | 置信度达阈值(1.02 ≥ 0.10),"{""ma5"": 5716.4814, ""ma10"": 5738.8013, ""ma20"": 5703.86005, ""rsi"": 52.01385725132877, ""macd"": 1.303428298539984, ""bb_lower"": 5569.143238924772, ""trend_regime"": ""sideways""}"
2025-05-26,5669.461,True,0.8709812903219799,0.12,False,sideways,0.034058264092477156,0.0,False,价格跌破所有均线+成交量萎缩(可能是下跌通道) | 成交量偏低(量比0.7) | RSI偏低(41.85) | MACD负值(-2.4309) | 价格接近布林带下轨 | 弱趋势调整(+0.200) | 置信度达阈值(1.11 ≥ 0.10),"{""ma5"": 5706.2146, ""ma10"": 5726.379999999999, ""ma20"": 5705.58565, ""rsi"": 41.84822490447635, ""macd"": -2.4309200939014772, ""bb_lower"": 5573.731704441865, ""trend_regime"": ""sideways""}"
2025-05-27,5652.146,True,0.8454348776243811,0.12,True,sideways,0.037226037685509215,20.0,True,价格跌破所有均线+成交量萎缩(可能是下跌通道) | 成交量偏低(量比0.7) | RSI偏低(38.90) | MACD负值(-6.7102) | 价格接近布林带下轨 | 单日微跌(-0.31%) | 弱趋势调整(+0.200) | 置信度达阈值(1.21 ≥ 0.10),"{""ma5"": 5687.1704, ""ma10"": 5713.4278, ""ma20"": 5707.898999999999, ""rsi"": 38.89930711860412, ""macd"": -6.710242394601664, ""bb_lower"": 5581.91796765166, ""trend_regime"": ""sideways""}"
2025-05-28,5637.238,True,0.8219139518587306,0.12,True,bear,0.04017747698429617,18.0,True,价格跌破所有均线+成交量萎缩(可能是下跌通道) | 成交量偏低(量比0.7) | RSI超卖(34.25) | MACD负值(-11.1758) | 价格接近布林带下轨 | 单日微跌(-0.26%) | 弱趋势调整(+0.200) | 最低信号确认(+0.075) | 置信度达阈值(1.44 ≥ 0.10),"{""ma5"": 5663.0336, ""ma10"": 5697.2397, ""ma20"": 5708.4019, ""rsi"": 34.24675863978227, ""macd"": -11.17575995333118, ""bb_lower"": 5583.7038147391695, ""trend_regime"": ""bear""}"
2025-05-29,5719.91,True,0.7683031679797665,0.12,False,sideways,0.025143402605985098,0.0,False,RSI偏低(49.80) | MACD负值(-7.9521) | 弱趋势调整(+0.200) | 置信度达阈值(0.55 ≥ 0.10),"{""ma5"": 5666.359600000001, ""ma10"": 5697.7011, ""ma20"": 5714.48265, ""rsi"": 49.80465424987446, ""macd"": -7.952108354577831, ""bb_lower"": 5601.038895563172, ""trend_regime"": ""sideways""}"
2025-05-30,5671.072,True,0.8267362430575973,0.12,True,bear,0.03397170764187087,17.0,True,价格低于MA10/MA20 | RSI偏低(36.10) | MACD负值(-9.2317) | 价格接近布林带下轨 | 单日微跌(-0.85%) | 弱趋势调整(+0.200) | 置信度达阈值(1.15 ≥ 0.10),"{""ma5"": 5669.965399999999, ""ma10"": 5693.223400000001, ""ma20"": 5717.79095, ""rsi"": 36.097528893081964, ""macd"": -9.231741907067772, ""bb_lower"": 5614.387192480147, ""trend_regime"": ""bear""}"
2025-06-03,5694.838,True,0.8375855577538744,0.12,True,bear,0.04211392843835072,19.0,True,RSI偏低(40.41) | MACD负值(-8.2332) | 价格接近布林带下轨 | 弱趋势调整(+0.200) | 置信度达阈值(0.80 ≥ 0.10),"{""ma5"": 5675.040800000001, ""ma10"": 5690.6277, ""ma20"": 5720.9416, ""rsi"": 40.40967890151445, ""macd"": -8.233235523325675, ""bb_lower"": 5624.995603649323, ""trend_regime"": ""bear""}"
2025-06-04,5739.006,True,0.7884137026470482,0.12,False,sideways,0.03409370891056739,0.0,False,RSI偏低(43.73) | MACD负值(-3.8337) | 弱趋势调整(+0.200) | 置信度达阈值(0.55 ≥ 0.10),"{""ma5"": 5692.4128, ""ma10"": 5689.7916, ""ma20"": 5720.8752, ""rsi"": 43.73056216664968, ""macd"": -3.8337306867952066, ""bb_lower"": 5624.983889033018, ""trend_regime"": ""sideways""}"
2025-06-05,5769.967,True,0.6533954020689307,0.12,False,sideways,0.02854487729305912,0.0,False,弱趋势调整(+0.200) | 置信度达阈值(0.20 ≥ 0.10),"{""ma5"": 5718.9586, ""ma10"": 5690.996099999999, ""ma20"": 5721.8589999999995, ""rsi"": 56.40849511547266, ""macd"": 2.126687412330284, ""bb_lower"": 5624.307620820816, ""trend_regime"": ""sideways""}"
2025-06-06,5762.078,True,0.7704043936172007,0.12,False,sideways,0.029953082898218252,0.0,False,单日微跌(-0.14%) | 弱趋势调整(+0.200) | 置信度达阈值(0.30 ≥ 0.10),"{""ma5"": 5727.3922, ""ma10"": 5696.875900000001, ""ma20"": 5721.272599999999, ""rsi"": 55.32730872323906, ""macd"": 6.142972961077248, ""bb_lower"": 5624.902163545377, ""trend_regime"": ""sideways""}"
2025-06-09,5805.654,True,0.6713010947095026,0.12,False,sideways,0.029641794016660176,0.0,False,弱趋势调整(+0.200) | 置信度达阈值(0.20 ≥ 0.10),"{""ma5"": 5754.3086, ""ma10"": 5712.137, ""ma20"": 5725.46915, ""rsi"": 58.97946528907963, ""macd"": 12.695778186322059, ""bb_lower"": 5621.97006581955, ""trend_regime"": ""sideways""}"
2025-06-10,5757.992,True,0.8491809773561174,0.12,True,bull,0.03908636899808131,20.0,True,"单日微跌(-0.82%) | 弱趋势调整(+0.200) | 多头趋势: RSI健康回撤(59.0→51.1, -7.9) | 置信度达阈值(0.60 ≥ 0.10)","{""ma5"": 5766.9394, ""ma10"": 5720.9901, ""ma20"": 5723.68505, ""rsi"": 51.07626107409337, ""macd"": 13.882964295145939, ""bb_lower"": 5623.975512920581, ""trend_regime"": ""bull""}"
2025-06-11,5792.946,True,0.8571749691282592,0.12,False,bull,0.04041691395017316,0.0,False,弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.50 ≥ 0.10),"{""ma5"": 5777.7274, ""ma10"": 5735.0701, ""ma20"": 5724.24895, ""rsi"": 53.38065582251947, ""macd"": 17.443238718922657, ""bb_lower"": 5623.042378529553, ""trend_regime"": ""bull""}"
2025-06-12,5799.932,True,0.8821470601353333,0.12,True,bull,0.03916373502310026,20.0,True,弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.50 ≥ 0.10),"{""ma5"": 5783.7204, ""ma10"": 5751.3395, ""ma20"": 5724.2896, ""rsi"": 60.27447645370473, ""macd"": 20.59113191454435, ""bb_lower"": 5622.955837102907, ""trend_regime"": ""bull""}"
2025-06-13,5740.24,True,0.902503545705169,0.12,True,bull,0.04996986188730784,14.0,True,温和放量(量比1.4) | 单日下跌(-1.03%) | 弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.82 ≥ 0.10),"{""ma5"": 5779.3528, ""ma10"": 5753.3724999999995, ""ma20"": 5725.5368, ""rsi"": 59.08671231020939, ""macd"": 18.061018242571663, ""bb_lower"": 5624.055202081848, ""trend_regime"": ""bull""}"
2025-06-16,5767.808,True,0.9111424863788389,0.12,True,bull,0.04495139227935461,18.0,True,弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.50 ≥ 0.10),"{""ma5"": 5771.783600000001, ""ma10"": 5763.0461000000005, ""ma20"": 5728.13475, ""rsi"": 60.015887403122505, ""macd"": 18.072068576580932, ""bb_lower"": 5625.049747877151, ""trend_regime"": ""bull""}"
2025-06-17,5750.912,True,0.9101212933996757,0.12,True,bull,0.057652073271161106,14.0,True,单日微跌(-0.29%) | 弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.60 ≥ 0.10),"{""ma5"": 5770.3676, ""ma10"": 5768.6535, ""ma20"": 5729.640600000001, ""rsi"": 60.06715103478655, ""macd"": 16.52694768639958, ""bb_lower"": 5626.12803945964, ""trend_regime"": ""bull""}"
2025-06-18,5745.872,True,0.9110694236594172,0.12,True,bull,0.06156384966459388,11.0,True,单日微跌(-0.09%) | 弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.95) | 置信度达阈值(0.80 ≥ 0.10),"{""ma5"": 5760.9528, ""ma10"": 5769.340099999999, ""ma20"": 5729.56585, ""rsi"": 61.3003153944095, ""macd"": 14.725990320172968, ""bb_lower"": 5626.105041515331, ""trend_regime"": ""bull""}"
2025-06-19,5676.832,True,0.8873046095368495,0.12,True,sideways,0.07447428424867943,5.0,True,价格低于MA5/MA10/MA20 | RSI偏低(45.39) | 价格接近布林带下轨 | 单日下跌(-1.20%) | 弱趋势调整(+0.200) | 最低信号确认(+0.075) | 置信度达阈值(1.32 ≥ 0.10),"{""ma5"": 5736.3328, ""ma10"": 5760.0266, ""ma20"": 5725.51135, ""rsi"": 45.38814994989683, ""macd"": 7.639701895692269, ""bb_lower"": 5620.387194804496, ""trend_regime"": ""sideways""}"
2025-06-20,5639.513,True,0.8679011597760566,0.12,True,sideways,0.08158452689088574,2.0,True,价格低于MA5/MA10/MA20 | RSI偏低(46.54) | MACD负值(-0.9763) | 价格接近布林带下轨 | 单日微跌(-0.66%) | 弱趋势调整(+0.200) | 最低信号确认(+0.075) | 置信度达阈值(1.38 ≥ 0.10),"{""ma5"": 5716.187400000001, ""ma10"": 5747.7701, ""ma20"": 5722.322999999999, ""rsi"": 46.535914137123285, ""macd"": -0.9763098544935929, ""bb_lower"": 5610.693123041037, ""trend_regime"": ""sideways""}"
2025-06-23,5674.17,True,0.8738268481419929,0.12,True,sideways,0.09503363487523286,4.0,True,价格低于MA5/MA10/MA20 | RSI偏低(47.78) | MACD负值(-4.9510) | 价格接近布林带下轨 | 弱趋势调整(+0.200) | 最低信号确认(+0.075) | 置信度达阈值(1.27 ≥ 0.10),"{""ma5"": 5697.4598, ""ma10"": 5734.6217, ""ma20"": 5723.379350000001, ""rsi"": 47.784343321726936, ""macd"": -4.950959404018249, ""bb_lower"": 5614.135522960669, ""trend_regime"": ""sideways""}"
2025-06-24,5765.837,True,0.8008984594491679,0.12,True,bull,0.09153241758308454,12.0,True,MACD负值(-0.6961) | 弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.65 ≥ 0.10),"{""ma5"": 5700.4448, ""ma10"": 5735.406199999999, ""ma20"": 5728.19815, ""rsi"": 52.61049178158696, ""macd"": -0.6961126476171557, ""bb_lower"": 5620.47671372988, ""trend_regime"": ""bull""}"
2025-06-25,5862.553,True,0.7370231800302071,0.12,True,bull,0.07454738575497748,16.0,True,温和放量(量比1.5) | 弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.62 ≥ 0.10),"{""ma5"": 5723.781, ""ma10"": 5742.3669, ""ma20"": 5738.718500000001, ""rsi"": 57.98620575438793, ""macd"": 10.360626123326256, ""bb_lower"": 5621.584026563941, ""trend_regime"": ""bull""}"
2025-06-26,5838.245,True,0.6880975513723406,0.12,True,bull,0.07902134973780656,15.0,True,温和放量(量比1.4) | 单日微跌(-0.41%) | 弱趋势调整(+0.200) | 置信度达阈值(0.42 ≥ 0.10),"{""ma5"": 5756.0635999999995, ""ma10"": 5746.198200000001, ""ma20"": 5748.76885, ""rsi"": 56.38898069222132, ""macd"": 16.96614366610629, ""bb_lower"": 5633.82323838672, ""trend_regime"": ""bull""}"
2025-06-27,5863.728,True,0.7015608805194822,0.12,True,bull,0.07433206315163328,15.0,True,温和放量(量比1.5) | 弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.62 ≥ 0.10),"{""ma5"": 5800.9066, ""ma10"": 5758.5470000000005, ""ma20"": 5755.95975, ""rsi"": 55.02380672263089, ""macd"": 23.980892240465437, ""bb_lower"": 5631.053101213438, ""trend_regime"": ""bull""}"
2025-06-30,5915.388,True,0.7006896342304253,0.12,True,bull,0.07450821484575482,14.0,True,温和放量(量比1.2) | 弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.62 ≥ 0.10),"{""ma5"": 5849.1502, ""ma10"": 5773.305, ""ma20"": 5768.17555, ""rsi"": 63.52231840628467, ""macd"": 33.32451699541434, ""bb_lower"": 5631.035699572255, ""trend_regime"": ""bull""}"
2025-07-01,5934.67,True,0.7192643160606914,0.12,True,bull,0.07101709109352326,13.0,True,弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.50 ≥ 0.10),"{""ma5"": 5882.916800000001, ""ma10"": 5791.6808, ""ma20"": 5780.16715, ""rsi"": 62.512846230183264, ""macd"": 41.80341938751917, ""bb_lower"": 5628.821679417666, ""trend_regime"": ""bull""}"
2025-07-02,5892.951,True,0.88334029035154,0.12,True,bull,0.07859932994521757,12.0,True,"单日微跌(-0.70%) | 弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(62.5→57.7, -4.8) | 置信度达阈值(0.90 ≥ 0.10)","{""ma5"": 5888.9964, ""ma10"": 5806.3887, ""ma20"": 5787.8644, ""rsi"": 57.738080383064904, ""macd"": 44.6420304424455, ""bb_lower"": 5629.82250158279, ""trend_regime"": ""bull""}"
2025-07-03,5922.66,True,0.8070310580906789,0.12,True,bull,0.07318890498526,11.0,True,弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.92) | 置信度达阈值(0.70 ≥ 0.10),"{""ma5"": 5905.8794, ""ma10"": 5830.9715, ""ma20"": 5795.49905, ""rsi"": 65.97194009778238, ""macd"": 48.727221092972286, ""bb_lower"": 5626.710376706468, ""trend_regime"": ""bull""}"
2025-07-04,5911.435,True,0.8361648217495318,0.12,True,bull,0.07522674274520474,10.0,True,"单日微跌(-0.19%) | 弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(66.0→62.9, -3.0) | 置信度达阈值(0.90 ≥ 0.10)","{""ma5"": 5915.4208, ""ma10"": 5858.1637, ""ma20"": 5802.9669, ""rsi"": 62.94587729687541, ""macd"": 50.47713147622835, ""bb_lower"": 5627.327029601409, ""trend_regime"": ""bull""}"
2025-07-07,5900.406,True,0.8623776368752349,0.12,True,bull,0.07744738243436138,9.0,True,单日微跌(-0.19%) | 弱趋势调整(+0.200) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.95) | 置信度达阈值(0.80 ≥ 0.10),"{""ma5"": 5912.4244, ""ma10"": 5880.787300000001, ""ma20"": 5807.7045, ""rsi"": 63.61874013854318, ""macd"": 50.39309965141456, ""bb_lower"": 5626.728933183294, ""trend_regime"": ""bull""}"
2025-07-08,5977.744,True,0.6714687758859263,0.12,True,bull,0.0635077380362894,10.0,True,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.30 ≥ 0.10),"{""ma5"": 5921.039199999999, ""ma10"": 5901.978, ""ma20"": 5818.692099999999, ""rsi"": 68.66467466900207, ""macd"": 55.92239551913735, ""bb_lower"": 5624.242652202933, ""trend_regime"": ""bull""}"
2025-07-09,5953.487,True,0.7720575282510697,0.12,True,bull,0.06784091407271071,8.0,True,单日微跌(-0.41%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.40 ≥ 0.10),"{""ma5"": 5933.1464, ""ma10"": 5911.0714, ""ma20"": 5826.71915, ""rsi"": 73.99981609003953, ""macd"": 57.682141335511915, ""bb_lower"": 5623.679913671263, ""trend_regime"": ""bull""}"
2025-07-10,5983.051,True,0.7113089676771588,0.12,True,bull,0.06256440067116259,8.0,True,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.30 ≥ 0.10),"{""ma5"": 5945.2246, ""ma10"": 5925.552, ""ma20"": 5835.8751, ""rsi"": 80.20836630825136, ""macd"": 60.761894994089744, ""bb_lower"": 5621.711418335819, ""trend_regime"": ""bull""}"
