日期,预测价格,预测低点,置信度,使用阈值,实际低点,趋势状态,未来最大涨幅,涨幅天数,预测正确,策略原因,策略指标
2025-08-11,6391.76,True,0.7516484401724393,0.5,True,bull,0.11241473396998625,15.0,True,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.91) | 置信度达阈值(0.50 ≥ 0.50),"{""ma5"": 6342.6831999999995, ""ma10"": 6308.5511, ""ma20"": 6239.58105, ""rsi"": 65.77594030452755, ""macd"": 104.13702575178286, ""bb_lower"": 6013.399158163387, ""trend_regime"": ""bull""}"
2025-08-12,6418.16,True,0.7634323586827921,0.5,True,bull,0.10977367345158115,22.0,True,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.88) | 置信度达阈值(0.50 ≥ 0.50),"{""ma5"": 6365.668, ""ma10"": 6314.7538, ""ma20"": 6259.55115, ""rsi"": 69.25167820249729, ""macd"": 106.38192560675725, ""bb_lower"": 6045.245316881037, ""trend_regime"": ""bull""}"
2025-08-13,6508.098,False,0.2816012941294698,0.5,True,bull,0.09828539766918074,22.0,False,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6395.8122, ""ma10"": 6334.094899999999, ""ma20"": 6284.096299999999, ""rsi"": 68.87812039048225, ""macd"": 114.10296195345472, ""bb_lower"": 6074.262807892049, ""trend_regime"": ""bull""}"
2025-08-14,6429.846,True,0.6286053543723705,0.5,True,bull,0.11165166319691021,21.0,True,"单日下跌(-1.20%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(68.9→60.2, -8.7) | 置信度达阈值(0.80 ≥ 0.50)","{""ma5"": 6414.272800000001, ""ma10"": 6354.4452, ""ma20"": 6301.4654, ""rsi"": 60.17018100275299, ""macd"": 112.60956351336426, ""bb_lower"": 6104.810946760919, ""trend_regime"": ""bull""}"
2025-08-15,6568.57,False,0.14210962708608235,0.5,True,bull,0.08817429059901928,20.0,False,温和放量(量比1.2) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6463.2868, ""ma10"": 6389.982099999999, ""ma20"": 6324.9133999999995, ""rsi"": 66.22925250770578, ""macd"": 121.2225241256765, ""bb_lower"": 6118.031935260221, ""trend_regime"": ""bull""}"
2025-08-18,6668.173,False,0.08881621827184841,0.5,True,bull,0.08875924484862646,22.0,False,温和放量(量比1.4) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6518.569399999999, ""ma10"": 6430.626299999999, ""ma20"": 6350.2566, ""rsi"": 68.97679532744152, ""macd"": 134.53465538460296, ""bb_lower"": 6106.809895697774, ""trend_regime"": ""bull""}"
2025-08-19,6655.311,False,0.08933649717736868,0.5,True,bull,0.090863372124909,21.0,False,温和放量(量比1.2) | 单日微跌(-0.19%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.52 ≥ 0.50),"{""ma5"": 6565.9996, ""ma10"": 6465.8338, ""ma20"": 6372.3517999999995, ""rsi"": 71.46128042864086, ""macd"": 142.4052008964727, ""bb_lower"": 6102.427314888607, ""trend_regime"": ""bull""}"
2025-08-20,6728.069,False,0.09548222463237394,0.5,True,bull,0.07906666831151693,20.0,False,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6609.993799999999, ""ma10"": 6502.903, ""ma20"": 6398.91735, ""rsi"": 82.24493310985198, ""macd"": 152.7527883955563, ""bb_lower"": 6098.85830099062, ""trend_regime"": ""bull""}"
2025-08-21,6704.166,False,0.10729462934686093,0.5,True,bull,0.08291396722575183,19.0,False,单日微跌(-0.36%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6664.8578, ""ma10"": 6539.5653, ""ma20"": 6419.44575, ""rsi"": 81.12286102239855, ""macd"": 157.212308078364, ""bb_lower"": 6094.573443117767, ""trend_regime"": ""bull""}"
2025-08-22,6822.847,False,0.096553028562343,0.5,True,bull,0.0640770634311454,18.0,False,温和放量(量比1.2) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6715.7132, ""ma10"": 6589.5, ""ma20"": 6445.60855, ""rsi"": 82.66465169564925, ""macd"": 168.3820707007544, ""bb_lower"": 6079.691636716642, ""trend_regime"": ""bull""}"
2025-08-25,6951.896,False,0.11864685429908603,0.5,True,bull,0.05348368272482789,22.0,False,放量下跌(量比1.6) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6772.457800000001, ""ma10"": 6645.5136, ""ma20"": 6477.0323499999995, ""rsi"": 84.26812672222871, ""macd"": 185.50893234848718, ""bb_lower"": 6052.111310542447, ""trend_regime"": ""bull""}"
2025-08-26,6964.065,False,0.1417448852728438,0.5,True,bull,0.054172239920219016,22.0,False,温和放量(量比1.3) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6834.2086, ""ma10"": 6700.1041, ""ma20"": 6507.4289499999995, ""rsi"": 83.53809277415864, ""macd"": 197.7840982280677, ""bb_lower"": 6034.642125905064, ""trend_regime"": ""bull""}"
2025-08-27,6862.562,False,0.2015464157002692,0.5,True,bull,0.06976432416931165,21.0,False,"温和放量(量比1.5) | 单日下跌(-1.46%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(83.5→76.6, -6.9) | 置信度达阈值(0.92 ≥ 0.50)","{""ma5"": 6861.1072, ""ma10"": 6735.5505, ""ma20"": 6534.8227, ""rsi"": 76.61976686998362, ""macd"": 197.05033818240463, ""bb_lower"": 6045.845952504044, ""trend_regime"": ""bull""}"
2025-08-28,7011.16,False,0.08954499176011776,0.5,True,bull,0.047091208872711475,20.0,False,温和放量(量比1.4) | 近期成交活跃(5日量比1.3) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.51 ≥ 0.50),"{""ma5"": 6922.505999999999, ""ma10"": 6793.681899999999, ""ma20"": 6574.063550000001, ""rsi"": 80.67993218524134, ""macd"": 206.08383856620276, ""bb_lower"": 6063.819574312524, ""trend_regime"": ""bull""}"
2025-08-29,7043.942,False,0.08490057091070799,0.5,True,bull,0.042218121614289214,19.0,False,温和放量(量比1.2) | 近期成交活跃(5日量比1.3) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.51 ≥ 0.50),"{""ma5"": 6966.725, ""ma10"": 6841.2191, ""ma20"": 6615.6006, ""rsi"": 80.04832191017135, ""macd"": 213.42792190318232, ""bb_lower"": 6093.920158940662, ""trend_regime"": ""bull""}"
2025-09-01,7110.288,False,0.08491528312662351,0.5,False,bull,0.03249319858773654,18.0,True,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 6998.4034, ""ma10"": 6885.4306, ""ma20"": 6658.02845, ""rsi"": 80.75665145116105, ""macd"": 222.04216472385542, ""bb_lower"": 6119.765303031601, ""trend_regime"": ""bull""}"
2025-09-02,6961.689,False,0.09694843911853387,0.5,True,bull,0.054532025202504636,17.0,False,"单日大跌(-2.09%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(80.8→69.2, -11.6) | 置信度达阈值(0.90 ≥ 0.50)","{""ma5"": 6997.9282, ""ma10"": 6916.068400000001, ""ma20"": 6690.9511, ""rsi"": 69.15779221492295, ""macd"": 214.40676904519387, ""bb_lower"": 6163.622519229183, ""trend_regime"": ""bull""}"
2025-09-03,6868.462,False,0.15477148563995935,0.5,True,bull,0.0688453979944854,16.0,False,单日下跌(-1.34%) | 3日累计下跌(-2.49%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 置信度达阈值(0.62 ≥ 0.50),"{""ma5"": 6999.1082, ""ma10"": 6930.107699999999, ""ma20"": 6716.505349999999, ""rsi"": 68.29389958658801, ""macd"": 198.54432776937392, ""bb_lower"": 6208.042993471452, ""trend_regime"": ""bull""}"
2025-09-04,6698.447,False,0.14713251348566703,0.5,True,sideways,0.09597403696707603,15.0,False,价格低于MA5/MA10/MA20 | 单日大跌(-2.48%) | 3日累计大跌(-5.79%) | 置信度达阈值(0.90 ≥ 0.50),"{""ma5"": 6936.5656, ""ma10"": 6929.5358, ""ma20"": 6734.55055, ""rsi"": 55.279145106678776, ""macd"": 170.29142559863976, ""bb_lower"": 6258.1081628146685, ""trend_regime"": ""sideways""}"
2025-09-05,6913.953,False,0.1441187493490807,0.5,True,bull,0.061812829795053446,14.0,False,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.92) | 置信度达阈值(0.50 ≥ 0.50),"{""ma5"": 6910.5678, ""ma10"": 6938.6464000000005, ""ma20"": 6764.073200000001, ""rsi"": 59.13002842500512, ""macd"": 163.4066797315545, ""bb_lower"": 6323.015058085559, ""trend_regime"": ""bull""}"
2025-09-09,6928.965,False,0.1385971254227208,0.5,True,bull,0.05951235141179086,12.0,False,"单日微跌(-0.90%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(61.9→57.2, -4.8) | 多头趋势: 回撤缩量(量比0.85) | 置信度达阈值(0.90 ≥ 0.50)","{""ma5"": 6880.388800000001, ""ma10"": 6939.1585, ""ma20"": 6819.631299999999, ""rsi"": 57.166186057727295, ""macd"": 154.69759287284433, ""bb_lower"": 6440.375929377678, ""trend_regime"": ""bull""}"
2025-09-10,6932.109,False,0.13698598628525116,0.5,True,bull,0.05903181845524922,11.0,False,成交量偏低(量比0.7) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.71) | 置信度达阈值(0.53 ≥ 0.50),"{""ma5"": 6893.1182, ""ma10"": 6946.1132, ""ma20"": 6840.83185, ""rsi"": 58.25321249732973, ""macd"": 147.16196131524703, ""bb_lower"": 6488.449434740291, ""trend_regime"": ""bull""}"
2025-09-11,7122.705,False,0.08296051019756925,0.5,False,bull,0.03069325487999288,10.0,True,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.92) | 置信度达阈值(0.50 ≥ 0.50),"{""ma5"": 6977.969800000001, ""ma10"": 6957.267699999999, ""ma20"": 6875.474800000001, ""rsi"": 60.3196475892212, ""macd"": 154.78515640470596, ""bb_lower"": 6558.793351098588, ""trend_regime"": ""bull""}"
2025-09-12,7147.749,False,0.08296051019756927,0.5,False,bull,0.027081952653905422,9.0,True,"多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(60.3→57.3, -3.1) | 多头趋势: 回撤缩量(量比1.00) | 置信度达阈值(0.80 ≥ 0.50)","{""ma5"": 7024.729000000001, ""ma10"": 6967.648400000001, ""ma20"": 6904.433749999999, ""rsi"": 57.26002617053851, ""macd"": 160.99162370949853, ""bb_lower"": 6600.240534603674, ""trend_regime"": ""bull""}"
2025-09-15,7137.363,False,0.10423425426278478,0.5,False,bull,0.028576520488028886,8.0,True,单日微跌(-0.15%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.90) | 置信度达阈值(0.60 ≥ 0.50),"{""ma5"": 7053.778200000001, ""ma10"": 6970.3559000000005, ""ma20"": 6927.893249999999, ""rsi"": 56.43244334707686, ""macd"": 163.1910653447694, ""bb_lower"": 6628.081339101984, ""trend_regime"": ""bull""}"
2025-09-16,7190.993,False,0.07324405991506577,0.5,False,bull,0.020905457702434033,7.0,True,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.92) | 置信度达阈值(0.50 ≥ 0.50),"{""ma5"": 7106.183800000001, ""ma10"": 6993.2863, ""ma20"": 6954.677350000001, ""rsi"": 62.63984685830933, ""macd"": 167.33272400095302, ""bb_lower"": 6661.7657415325, ""trend_regime"": ""bull""}"
2025-09-17,7260.035,False,0.06442527947910937,0.5,False,bull,0.011196777976965644,6.0,True,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.98) | 置信度达阈值(0.50 ≥ 0.50),"{""ma5"": 7171.769, ""ma10"": 7032.4436000000005, ""ma20"": 6981.2756500000005, ""rsi"": 60.20286430426204, ""macd"": 174.17831156347893, ""bb_lower"": 6678.55837417377, ""trend_regime"": ""bull""}"
2025-09-18,7199.883,False,0.12046727517142887,0.5,False,bull,0.019644902562999954,5.0,True,"温和放量(量比1.3) | 单日微跌(-0.83%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(60.2→56.3, -4.0) | 置信度达阈值(0.82 ≥ 0.50)","{""ma5"": 7187.2046, ""ma10"": 7082.5872, ""ma20"": 7006.061500000001, ""rsi"": 56.25263130882604, ""macd"": 172.7582754764153, ""bb_lower"": 6718.058592012557, ""trend_regime"": ""bull""}"
2025-09-19,7170.349,False,0.13006246883745187,0.5,False,bull,0.023844724991768106,4.0,True,"单日微跌(-0.41%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(56.3→52.5, -3.8) | 置信度达阈值(0.70 ≥ 0.50)","{""ma5"": 7191.7246, ""ma10"": 7108.2267999999995, ""ma20"": 7023.436600000001, ""rsi"": 52.481467801363614, ""macd"": 167.320967710466, ""bb_lower"": 6740.081920289917, ""trend_regime"": ""bull""}"
2025-09-22,7225.128,False,0.13180731790036168,0.5,False,bull,0.01608220643288256,3.0,True,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.87) | 置信度达阈值(0.50 ≥ 0.50),"{""ma5"": 7209.277599999999, ""ma10"": 7131.527899999999, ""ma20"": 7037.0982, ""rsi"": 61.79890018640755, ""macd"": 165.52401185155486, ""bb_lower"": 6742.156464082362, ""trend_regime"": ""bull""}"
2025-09-23,7180.714,False,0.12677292668530132,0.5,False,bull,0.022366856554933073,2.0,True,单日微跌(-0.61%) | 多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 基础置信度保留(0.6倍),"{""ma5"": 7207.221799999999, ""ma10"": 7156.702800000001, ""ma20"": 7047.93065, ""rsi"": 64.62459182545587, ""macd"": 158.6868297757519, ""bb_lower"": 6748.404606397644, ""trend_regime"": ""bull""}"
2025-09-24,7323.709,False,0.0761081075562016,0.5,False,bull,0.002405202063599166,1.0,True,多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: 回撤缩量(量比0.92) | 置信度达阈值(0.50 ≥ 0.50),"{""ma5"": 7219.9565999999995, ""ma10"": 7195.8628, ""ma20"": 7070.987999999999, ""rsi"": 80.0451304997992, ""macd"": 162.92867481863232, ""bb_lower"": 6760.738651919138, ""trend_regime"": ""bull""}"
2025-09-25,7341.324,False,0.08358315448089661,0.5,False,bull,0.0,0.0,True,"多头趋势: 均线支撑(MA10≥MA20且价在MA20上方) | 多头趋势: RSI健康回撤(80.0→75.4, -4.7) | 多头趋势: 回撤缩量(量比0.92) | 置信度达阈值(0.80 ≥ 0.50)","{""ma5"": 7248.2448, ""ma10"": 7217.724700000001, ""ma20"": 7087.496200000001, ""rsi"": 75.35883946658569, ""macd"": 165.80050583720185, ""bb_lower"": 6756.22706934478, ""trend_regime"": ""bull""}"
2025-09-26,7240.911,False,0.14569916231031402,,,,,,False,,
